rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
0.0,YS-N24/39-3900150/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900151/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900152/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900153/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900154/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900155/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900156/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900164/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900166/2014,08.00,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900168/2014,08.45,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900169/2014,08.45,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900221/2014,08.45,20/03/2014,2,21051,CCAD,M,39,A,,cic,
0.0,YS-N24/39-3900076/2014,08.45,20/03/2014,2,22051,DDTP,M,39,A,,cic,
0.0,YS-N24/39-3900077/2014,08.45,20/03/2014,2,22051,DDTP,M,39,A,,cic,
0.0,YS-N24/39-3900086/2014,08.45,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900087/2014,08.45,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900088/2014,08.45,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900122/2014,08.45,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900129/2014,09.30,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900130/2014,09.30,20/03/2014,2,22051,CDTP,M,39,A,,cic,
0.0,YS-N24/39-3900013/2014,09.30,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900024/2014,09.30,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900038/2014,09.30,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900049/2014,09.30,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900051/2014,09.30,20/03/2014,2,23051,DFAS,M,39,A,,cic,
0.0,YS-N24/39-3900052/2014,09.30,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900054/2014,09.30,20/03/2014,2,23051,DFAS,M,39,A,,cic,
0.0,YS-N24/39-3900055/2014,10.15,20/03/2014,2,23051,DFAS,M,39,A,,cic,
0.0,YS-N24/39-3900105/2014,10.15,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900123/2014,10.15,20/03/2014,2,23051,ADFAS,M,39,A,,cic,
0.0,YS-N24/39-3900124/2014,10.15,20/03/2014,2,23051,ADFAS,M,39,A,,cic,
0.0,YS-N24/39-3900139/2014,10.15,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900145/2014,10.15,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900148/2014,10.15,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900160/2014,10.15,20/03/2014,2,23051,CFAS,M,39,A,,cic,
0.0,YS-N24/39-3900183/2014,10.15,20/03/2014,2,23051,DFAS,M,39,A,,cic,
0.0,YS-N24/39-3900001/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900003/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900004/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900005/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900006/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900007/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900008/2014,11.00,20/03/2014,2,25051,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900009/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900011/2014,11.00,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900014/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900015/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900016/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900017/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900019/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900023/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900026/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900027/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900028/2014,11.45,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900029/2014,12.30,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900034/2014,12.30,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900036/2014,12.30,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900039/2014,12.30,20/03/2014,2,25051,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900042/2014,12.30,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900048/2014,12.30,20/03/2014,2,25051,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900002/2014,12.30,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900010/2014,12.30,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900018/2014,12.30,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900021/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900022/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900035/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900037/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900041/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900045/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900046/2014,13.15,20/03/2014,2,25052,ADITA,M,39,A,,cic,
0.0,YS-N24/39-3900047/2014,13.15,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900056/2014,13.15,20/03/2014,2,25052,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900062/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900064/2014,14.00,20/03/2014,2,25052,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900068/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900069/2014,14.00,20/03/2014,2,25052,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900074/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900075/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900080/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900081/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900095/2014,14.00,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900096/2014,14.45,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900097/2014,14.45,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900104/2014,14.45,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900111/2014,14.45,20/03/2014,2,25052,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900113/2014,14.45,20/03/2014,2,25052,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900020/2014,14.45,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900030/2014,14.45,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900040/2014,14.45,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900050/2014,14.45,20/03/2014,2,25053,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900058/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900059/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900060/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900061/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900063/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900065/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900066/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900078/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900079/2014,15.30,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900090/2014,16.15,20/03/2014,2,25053,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900091/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900093/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900099/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900100/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900102/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900108/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900114/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900125/2014,16.15,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900133/2014,17.00,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900134/2014,17.00,20/03/2014,2,25053,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900135/2014,17.00,20/03/2014,2,25053,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900043/2014,17.00,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900044/2014,17.00,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900070/2014,17.00,20/03/2014,2,25054,DITA,M,39,A,,cic,
0.0,YS-N24/39-3900072/2014,17.00,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900073/2014,17.00,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900082/2014,17.00,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900083/2014,17.45,20/03/2014,2,25054,CITA,M,39,A,,cic,
0.0,YS-N24/39-3900084/2014,17.45,20/03/2014,2,25054,CITA,M,39,A,,cic,
