recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
Prs,,1.0,01/11/2013,19:29,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,cic,,
,,2.0,06/11/2013,09:09,500.0,500.0,0.0,,,,,A,YS-N24/39-3700262/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
Prs,,3.0,06/11/2013,09:39,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,sharbani,,
Prs,,4.0,06/11/2013,09:40,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,sharbani,,
,,5.0,06/11/2013,09:49,500.0,500.0,0.0,,,,,A,YS-N24/39-3700236/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,6.0,06/11/2013,10:04,500.0,500.0,0.0,,,,,A,YS-N24/39-3700214/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,7.0,06/11/2013,10:07,500.0,500.0,0.0,,,,,A,YS-N24/39-3700199/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,8.0,06/11/2013,10:07,500.0,500.0,0.0,,,,,A,YS-N24/39-3700216/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,9.0,06/11/2013,10:09,500.0,500.0,0.0,,,,,A,YS-N24/39-3700248/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,10.0,06/11/2013,10:11,500.0,500.0,0.0,,,,,A,YS-N24/39-3700247/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,11.0,06/11/2013,10:12,500.0,500.0,0.0,,,,,A,YS-N24/39-3700277/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,12.0,06/11/2013,10:14,500.0,500.0,0.0,,,,,A,YS-N24/39-3700159/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,13.0,06/11/2013,10:25,500.0,500.0,0.0,,,,,A,YS-N24/39-3700154/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,14.0,06/11/2013,10:35,500.0,500.0,0.0,,,,,A,YS-N24/39-3700120/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,15.0,06/11/2013,10:37,500.0,500.0,0.0,,,,,A,YS-N24/39-3700127/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,16.0,06/11/2013,10:47,500.0,500.0,0.0,,,,,A,YS-N24/39-3700252/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,17.0,06/11/2013,10:48,500.0,500.0,0.0,,,,,A,YS-N24/39-3700253/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,18.0,06/11/2013,10:52,500.0,500.0,0.0,,,,,A,YS-N24/39-3700155/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,19.0,06/11/2013,11:17,500.0,500.0,0.0,,,,,A,YS-N24/39-3700020/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,20.0,06/11/2013,11:18,500.0,500.0,0.0,,,,,A,YS-N24/39-3700035/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,21.0,06/11/2013,11:31,500.0,500.0,0.0,,,,,A,YS-N24/39-3700209/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,22.0,06/11/2013,12:02,500.0,500.0,0.0,,,,,A,YS-N24/39-3700130/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,23.0,06/11/2013,12:18,500.0,500.0,0.0,,,,,A,YS-N24/39-3700086/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,24.0,06/11/2013,12:57,500.0,500.0,0.0,,,,,A,YS-N24/39-3500570/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,25.0,06/11/2013,13:36,500.0,500.0,0.0,,,,,A,YS-N24/39-3700156/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,26.0,06/11/2013,13:36,500.0,500.0,0.0,,,,,A,YS-N24/39-3700190/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,27.0,06/11/2013,13:53,500.0,500.0,0.0,,,,,A,YS-N24/39-3700128/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,28.0,06/11/2013,13:53,500.0,500.0,0.0,,,,,A,YS-N24/39-3700122/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,29.0,06/11/2013,14:14,500.0,500.0,0.0,,,,,A,YS-N24/39-3700177/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,30.0,06/11/2013,14:16,500.0,500.0,0.0,,,,,A,YS-N24/39-3700178/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,31.0,06/11/2013,15:27,500.0,500.0,0.0,,,,,A,YS-N24/39-3700188/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,32.0,06/11/2013,15:32,500.0,500.0,0.0,,,,,A,YS-N24/39-3700024/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,33.0,06/11/2013,15:32,500.0,500.0,0.0,,,,,A,YS-N24/39-3700023/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,34.0,06/11/2013,15:34,500.0,500.0,0.0,,,,,A,YS-N24/39-3700131/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,35.0,06/11/2013,15:47,500.0,500.0,0.0,,,,,A,YS-N24/39-3700081/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,36.0,06/11/2013,15:49,500.0,500.0,0.0,,,,,A,YS-N24/39-3700104/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,37.0,06/11/2013,16:11,500.0,500.0,0.0,,,,,A,YS-N24/39-3700132/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,38.0,06/11/2013,16:15,500.0,500.0,0.0,,,,,A,YS-N24/39-3700053/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
Prs,,39.0,06/11/2013,16:53,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
,,40.0,06/11/2013,17:55,500.0,500.0,0.0,,,,,A,YS-N24/39-3700138/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,41.0,06/11/2013,17:58,500.0,500.0,0.0,,,,,A,YS-N24/39-3700082/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,42.0,06/11/2013,18:25,500.0,500.0,0.0,,,,,A,YS-N24/39-3700096/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,43.0,06/11/2013,19:52,500.0,500.0,0.0,,,,,A,YS-N24/39-3700022/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,44.0,07/11/2013,09:09,500.0,500.0,0.0,,,,,A,YS-N24/39-3700212/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,45.0,07/11/2013,10:00,500.0,500.0,0.0,,,,,A,YS-N24/39-3700134/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,46.0,07/11/2013,10:43,500.0,500.0,0.0,,,,,A,YS-N24/39-3700140/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,47.0,07/11/2013,11:36,500.0,500.0,0.0,,,,,A,YS-N24/39-3700052/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,48.0,07/11/2013,11:39,500.0,500.0,0.0,,,,,A,YS-N24/39-3700110/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,49.0,07/11/2013,11:56,500.0,500.0,0.0,,,,,A,YS-N24/39-3500009/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,50.0,07/11/2013,12:38,500.0,500.0,0.0,,,,,A,YS-N24/39-3700073/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
Prs,,51.0,07/11/2013,12:42,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
Prs,,52.0,07/11/2013,13:02,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
Prs,,53.0,07/11/2013,13:04,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
Prs,,54.0,07/11/2013,13:21,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
Prs,,55.0,07/11/2013,13:23,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
,,56.0,07/11/2013,14:34,500.0,500.0,0.0,,,,,A,YS-N24/39-3700241/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,57.0,07/11/2013,16:43,500.0,500.0,0.0,,,,,A,YS-N24/39-3600602/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,58.0,07/11/2013,16:43,500.0,500.0,,,,0.0,0.0,1,YS-N24/39-3600602/2014,I,CASH,0.0,,,,,N24,39,A,,PROMITA,,
Prs,,59.0,07/11/2013,16:45,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,PROMITA,,
,,60.0,08/11/2013,08:23,500.0,500.0,0.0,,,,,A,YS-N24/39-3700002/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,61.0,08/11/2013,08:45,500.0,500.0,0.0,,,,,A,YS-N24/39-3700291/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,62.0,08/11/2013,10:08,500.0,500.0,0.0,,,,,A,YS-N24/39-3700194/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,63.0,08/11/2013,10:09,500.0,500.0,0.0,,,,,A,YS-N24/39-3700193/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,64.0,08/11/2013,11:46,500.0,500.0,0.0,,,,,A,YS-N24/39-3700239/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,65.0,08/11/2013,12:15,500.0,500.0,0.0,,,,,A,YS-N24/39-3700174/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,66.0,08/11/2013,12:18,500.0,500.0,0.0,,,,,A,YS-N24/39-3700119/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,67.0,08/11/2013,12:44,500.0,500.0,0.0,,,,,A,YS-N24/39-3700074/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,68.0,08/11/2013,13:22,500.0,500.0,0.0,,,,,A,YS-N24/39-3700015/2014,A,CASH,0.0,,,,,N24,39,A,,cic,,
Prs,,69.0,08/11/2013,13:28,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,cic,,
,,70.0,08/11/2013,14:08,500.0,500.0,0.0,,,,,A,YS-N24/39-3700292/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
Prs,,71.0,08/11/2013,15:57,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,cic,,
Prs,,72.0,08/11/2013,16:00,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,39,A,,cic,,
,,73.0,08/11/2013,16:04,1000.0,1000.0,0.0,,,,,A,YS-N24/39-3500077/2014,A,CASH,0.0,,,,,N24,39,A,,cic,,
,,74.0,08/11/2013,16:44,500.0,500.0,0.0,,,,,A,YS-N24/39-3700288/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,75.0,08/11/2013,16:57,500.0,500.0,0.0,,,,,A,YS-N24/39-3700315/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,76.0,08/11/2013,17:55,500.0,500.0,0.0,,,,,A,YS-N24/39-3700335/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,77.0,08/11/2013,18:01,500.0,500.0,0.0,,,,,A,YS-N24/39-3700294/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,78.0,08/11/2013,18:15,500.0,500.0,0.0,,,,,A,YS-N24/39-3700186/2014,A,CASH,0.0,,,,,N24,39,A,,PROMITA,,
,,79.0,09/11/2013,08:20,500.0,500.0,0.0,,,,,A,YS-N24/39-3700150/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,80.0,09/11/2013,08:26,500.0,500.0,0.0,,,,,A,YS-N24/39-3700117/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,81.0,09/11/2013,08:29,500.0,500.0,0.0,,,,,A,YS-N24/39-3700143/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
,,82.0,09/11/2013,08:32,500.0,500.0,0.0,,,,,A,YS-N24/39-3700346/2014,A,CASH,0.0,,,,,N24,39,A,,sharbani,,
