reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/34-3200063/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200131/2012,35,,ADITA,,,YS-N24/36-3200131/2013,ADITA,45001,,,,,,,,A,N,,cic
YS-N24/34-3200159/2012,35,,ADITA,,,YS-N24/36-3200159/2013,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/34-3200250/2012,35,,ADITA,,,YS-N24/36-3200250/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200251/2012,35,,ADITA,,,YS-N24/36-3200251/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200144/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200148/2012,35,,CFAS(LAT),,,YS-N24/35-3500236/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200091/2012,35,,ADITA,ADITA,,YS-N24/36-3200091/2013,ADITA,45001,YS-N24/36-3200091/2013,ADITA,45001,,,,,A,N,,PROMITA
YS-N24/34-3200273/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200483/2012,35,,CDTP(LAT),,,YS-N24/35-3500242/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200024/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200150/2012,35,,ADITA,,,YS-N24/36-3200150/2013,ADITA,45001,,,,,,,,A,N,,cic
YS-N24/34-3200181/2012,35,,ADITA,,,YS-N24/36-3200181/2013,ADITA,45001,,,,,,,,A,N,,cic
YS-N24/34-3200023/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200045/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200113/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200044/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200129/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200025/2012,35,,CDTP(LAT),,,YS-N24/35-3500205/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200052/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200051/2012,35,,CFAS(LAT),,,YS-N24/35-3500209/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200029/2012,35,,CDTP(LAT),,,YS-N24/35-3500218/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200149/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200161/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200214/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200134/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200156/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200147/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200155/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200402/2012,35,,ADITA,,,YS-N24/36-3200402/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200430/2012,35,,ADITA,,,YS-N24/36-3200430/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200429/2012,35,,ADITA,,,YS-N24/36-3200429/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200366/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200382/2012,35,,CDTP(LAT),,,YS-N24/35-3500210/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200416/2012,35,,CDTP(LAT),,,YS-N24/35-3500200/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200036/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200037/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200406/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200269/2012,35,,ADITA,,,YS-N24/36-3200269/2013,ADITA,45002,,,,,,,,A,N,,PROMITA
YS-N24/34-3200544/2012,35,,CFAS(LAT),,,YS-N24/35-3500212/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200542/2012,35,,CFAS(LAT),,,YS-N24/35-3500215/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200543/2012,35,,CFAS(LAT),,,YS-N24/35-3500213/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200541/2012,35,,CFAS(LAT),,,YS-N24/35-3500214/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200384/2012,35,,CDTP(LAT),,,YS-N24/35-3500234/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200174/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200534/2012,35,,CCHM,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200533/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200014/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200164/2012,35,,CFAS(LAT),CFAS(L),,YS-N24/35-3500220/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200538/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200012/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200539/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200104/2012,35,,ADITA,,,YS-N24/36-3200104/2013,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/34-3200076/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200065/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3400001/2012,25,,DITA,,,YS-N24/36-3400001/2013,DITA,35001,,,,,,,,A,Y,,Debjani
YS-N24/34-3400002/2012,25,,DITA,,,YS-N24/36-3400002/2013,DITA,35002,,,,,,,,A,Y,,Debjani
YS-N24/34-3400003/2012,25,,DITA,,,YS-N24/36-3400003/2013,DITA,35002,,,,,,,,A,Y,,Debjani
YS-N24/34-3400004/2012,27,L,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200383/2012,35,,CDTP(LAT),,,YS-N24/35-3500235/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200552/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3400005/2012,25,,DITA,,,YS-N24/36-3400005/2013,DITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/34-3200061/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200062/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200405/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3400006/2012,25,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200158/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200162/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200130/2012,35,,ADITA,,,YS-N24/36-3200130/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200125/2012,35,,CFAS(LAT),,,YS-N24/35-3500201/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200212/2012,35,,ADITA,,,YS-N24/36-3200212/2013,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/34-3200017/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200098/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200124/2012,35,,CFAS(LAT),,,YS-N24/35-3500202/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200205/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200206/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200500/2012,35,,ADITA,ADITA,,YS-N24/40-3200500/2014,ADITA,45001,YS-N24/36-3200500/2013,ADITA,45001,,,,,A,N,,PROMITA
YS-N24/34-3200126/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200107/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200515/2012,35,,CDTP(LAT),,,YS-N24/35-3500219/2013,CDTP(LAT),22051,,,,,,,,A,N,,Debjani
YS-N24/34-3200495/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200204/2012,35,,ADITA,,,YS-N24/36-3200204/2013,ADITA,45001,,,,,,,,A,N,,Debjani
YS-N24/34-3200226/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200192/2012,35,,ADITA,,,YS-N24/36-3200192/2013,ADITA,45001,,,,,,,,A,N,,cic
YS-N24/34-3200163/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200171/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200473/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200475/2012,35,,ADITA,,,YS-N24/36-3200475/2013,ADITA,45002,,,,,,,,A,N,,Debjani
YS-N24/34-3200447/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200465/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200211/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200210/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200168/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200170/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3400007/2012,27,L,DCHM,,,YS-N24/36-3400007/2013,DCHM,37001,,,,,,,,A,N,,PROMITA
YS-N24/34-3200411/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-2900289/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200540/2012,35,,CFAS(LAT),,,YS-N24/35-3500211/2013,CFAS(LAT),23052,,,,,,,,A,N,,Debjani
YS-N24/34-3200580/2012,33,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200537/2012,32,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200529/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200510/2012,35,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/34-3200518/2012,35,,ADITA,,,YS-N24/36-3200518/2013,ADITA,45002,,,,,,,,A,N,,Debjani
