reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/34-3200267/2012,27/08/2012,346.0,10/09/2012,,,10/10/2012,,,10/11/2012,,,10/12/2012,,,10/01/2013,,,,,,,,,,,,34,A,N24,3000.0,500.0,
YS-N24/34-3200296/2012,27/08/2012,347.0,10/09/2012,,,10/10/2012,,,10/11/2012,,,10/12/2012,,,10/01/2013,,,,,,,,,,,,34,A,N24,3000.0,500.0,
YS-N24/34-3200266/2012,27/08/2012,348.0,10/09/2012,,,10/10/2012,,,10/11/2012,,,10/12/2012,,,10/01/2013,,,,,,,,,,,,34,A,N24,3000.0,500.0,
YS-N24/34-3400070/2012,27/08/2012,349.0,10/10/2012,09/10/2012,1023.0,10/11/2012,09/11/2012,1555.0,10/12/2012,07/12/2012,1934.0,10/01/2013,09/01/2013,2546.0,,,,,,,,,,,,,34,A,N24,2000.0,350.0,PROMITA
YS-N24/34-3200536/2012,27/08/2012,354.0,10/09/2012,,,10/10/2012,,,10/11/2012,,,10/12/2012,,,10/01/2013,,,,,,,,,,,,34,A,N24,3000.0,500.0,
YS-N24/34-3400071/2012,27/08/2012,355.0,10/10/2012,05/11/2012,1364.0,10/11/2012,23/11/2012,1763.0,10/12/2012,18/12/2012,2277.0,10/01/2013,02/03/2013,2832.0,,,,,,,,,,,,,34,A,N24,2000.0,350.0,PROMITA
YS-N24/34-3400072/2012,27/08/2012,356.0,10/10/2012,13/10/2012,1214.0,10/11/2012,06/11/2012,1386.0,10/12/2012,08/12/2012,1982.0,10/01/2013,15/01/2013,2709.0,,,,,,,,,,,,,34,A,N24,2000.0,350.0,Debjani
YS-N24/34-3400073/2012,28/08/2012,357.0,10/10/2012,09/10/2012,1037.0,10/11/2012,03/11/2012,1325.0,10/12/2012,10/12/2012,2122.0,10/01/2013,11/01/2013,2674.0,,,,,,,,,,,,,34,A,N24,2000.0,350.0,PROMITA
YS-N24/34-3200244/2012,28/08/2012,358.0,10/09/2012,01/10/2012,790.0,10/10/2012,15/10/2012,1245.0,10/11/2012,12/11/2012,1689.0,10/12/2012,10/12/2012,2105.0,10/01/2013,09/01/2013,2565.0,,,,,,,,,,34,A,N24,3000.0,500.0,Debjani
YS-N24/34-3200243/2012,28/08/2012,359.0,10/09/2012,12/09/2012,651.0,10/10/2012,10/10/2012,1142.0,10/11/2012,09/11/2012,1591.0,10/12/2012,10/12/2012,2101.0,10/01/2013,09/01/2013,2567.0,,,,,,,,,,34,A,N24,3000.0,500.0,Debjani
