reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/75-7300053/2023,03/07/2023,1.0,10/08/2023,03/08/2023,191.0,10/09/2023,11/09/2023,569.0,10/10/2023,05/10/2023,801.0,10/11/2023,06/11/2023,1114.0,10/12/2023,11/12/2023,1490.0,,,,,,,,,,75,A,N24,3000.0,500.0,saheli
YS-N24/75-7300051/2023,03/07/2023,2.0,10/08/2023,17/08/2023,368.0,10/09/2023,17/08/2023,368.0,10/10/2023,12/10/2023,950.0,10/11/2023,09/11/2023,1212.0,10/12/2023,,,,,,,,,,,,75,A,N24,3000.0,500.0,souvik
YS-N24/75-7300065/2023,03/07/2023,3.0,10/08/2023,03/08/2023,193.0,10/09/2023,20/09/2023,720.0,10/10/2023,09/10/2023,868.0,10/11/2023,02/11/2023,1058.0,10/12/2023,11/12/2023,1493.0,,,,,,,,,,75,A,N24,3000.0,500.0,cic
YS-N24/75-7300227/2023,03/07/2023,4.0,10/08/2023,,,10/09/2023,,,10/10/2023,,,10/11/2023,,,10/12/2023,,,,,,,,,,,,75,A,N24,3000.0,500.0,
YS-N24/75-7300078/2023,03/07/2023,5.0,10/08/2023,16/09/2023,687.0,10/09/2023,16/09/2023,687.0,10/10/2023,06/10/2023,830.0,10/11/2023,03/11/2023,1093.0,10/12/2023,08/12/2023,1451.0,,,,,,,,,,75,A,N24,3000.0,500.0,souvik
YS-N24/75-7300080/2023,03/07/2023,6.0,10/08/2023,10/08/2023,286.0,10/09/2023,07/09/2023,486.0,10/10/2023,06/10/2023,810.0,10/11/2023,03/11/2023,1074.0,10/12/2023,01/12/2023,1335.0,,,,,,,,,,75,A,N24,3000.0,500.0,saheli
YS-N24/75-7300070/2023,03/07/2023,7.0,10/08/2023,03/08/2023,192.0,10/09/2023,07/09/2023,485.0,10/10/2023,06/10/2023,809.0,10/11/2023,03/11/2023,1076.0,10/12/2023,12/12/2023,1522.0,,,,,,,,,,75,A,N24,3000.0,500.0,saheli
YS-N24/75-7100033/2023,03/07/2023,8.0,10/08/2023,09/08/2023,271.0,10/09/2023,01/09/2023,444.0,10/10/2023,09/10/2023,888.0,10/11/2023,06/11/2023,1125.0,10/12/2023,04/12/2023,1352.0,,,,,,,,,,75,A,N24,3000.0,500.0,souvik
YS-N24/75-7300228/2023,03/07/2023,9.0,10/08/2023,03/08/2023,196.0,10/09/2023,04/09/2023,460.0,10/10/2023,05/10/2023,807.0,10/11/2023,06/11/2023,1134.0,10/12/2023,04/12/2023,1362.0,,,,,,,,,,75,A,N24,3000.0,500.0,cic
YS-N24/75-7300108/2023,04/07/2023,10.0,10/08/2023,08/08/2023,243.0,10/09/2023,05/09/2023,464.0,10/10/2023,13/10/2023,968.0,10/11/2023,17/11/2023,1281.0,10/12/2023,15/12/2023,1545.0,,,,,,,,,,75,A,N24,3000.0,500.0,saheli
