reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/33-1901361/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2200027/2012,45,,CCHM,,,YS-N24/35-3500010/2013,CCHM,27051,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2300602/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2300606/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2400083/2012,32,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2800302/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2800325/2012,35,,ADITA,,,YS-N24/35-2800325/2013,ADITA,45051,,,,,,,33,A,N,N24,PROMITA
YS-N24/33-2900001/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900006/2012,45,,CDTP(LAT),,,YS-N24/34-3400288/2012,CDTP(LAT),22001,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900009/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900010/2012,45,,CFAS(L),,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900011/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900016/2012,45,,CFAS(LAT),,,YS-N24/34-3400289/2012,CFAS(LAT),23002,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900054/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900062/2012,45,,,,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900065/2012,45,,CFAS(L),,,,,,,,,,,,33,A,N,N24,UNKNOWN
YS-N24/33-2900090/2012,45,,CFAS(LAT),,,YS-N24/34-3400300/2012,CFAS(LAT),23002,,,,,,,33,A,N,N24,UNKNOWN
