reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/65-6500001/2021,01/01/2021,1.0,10/02/2021,04/02/2021,134.0,10/03/2021,04/03/2021,283.0,10/04/2021,05/04/2021,400.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500002/2021,01/01/2021,2.0,10/02/2021,11/02/2021,234.0,10/03/2021,11/03/2021,361.0,10/04/2021,08/04/2021,432.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500003/2021,01/01/2021,3.0,10/02/2021,04/02/2021,132.0,10/03/2021,08/03/2021,320.0,10/04/2021,08/04/2021,429.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500004/2021,02/01/2021,4.0,10/02/2021,22/02/2021,261.0,10/03/2021,08/03/2021,314.0,10/04/2021,15/04/2021,481.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500005/2021,04/01/2021,5.0,10/02/2021,10/02/2021,224.0,10/03/2021,13/03/2021,373.0,10/04/2021,09/04/2021,457.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500006/2021,04/01/2021,6.0,10/02/2021,18/02/2021,252.0,10/03/2021,08/03/2021,306.0,10/04/2021,05/04/2021,398.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500007/2021,04/01/2021,7.0,10/02/2021,08/02/2021,177.0,10/03/2021,04/03/2021,277.0,10/04/2021,08/04/2021,420.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500008/2021,05/01/2021,8.0,10/02/2021,06/02/2021,167.0,10/03/2021,10/03/2021,347.0,10/04/2021,10/04/2021,461.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500009/2021,05/01/2021,9.0,10/02/2021,06/02/2021,168.0,10/03/2021,03/03/2021,271.0,10/04/2021,03/04/2021,396.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500010/2021,05/01/2021,10.0,10/02/2021,06/02/2021,159.0,10/03/2021,10/03/2021,344.0,10/04/2021,07/04/2021,413.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500011/2021,06/01/2021,11.0,10/02/2021,06/02/2021,161.0,10/03/2021,06/03/2021,297.0,10/04/2021,07/04/2021,416.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500012/2021,06/01/2021,12.0,10/02/2021,04/02/2021,141.0,10/03/2021,04/03/2021,285.0,10/04/2021,08/04/2021,438.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500013/2021,06/01/2021,13.0,10/02/2021,03/02/2021,118.0,10/03/2021,03/03/2021,273.0,10/04/2021,07/04/2021,410.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500014/2021,06/01/2021,14.0,10/02/2021,09/02/2021,209.0,10/03/2021,06/03/2021,300.0,10/04/2021,10/04/2021,472.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500015/2021,07/01/2021,15.0,10/02/2021,08/02/2021,180.0,10/03/2021,08/03/2021,312.0,10/04/2021,12/04/2021,475.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500016/2021,07/01/2021,16.0,10/02/2021,08/02/2021,179.0,10/03/2021,08/03/2021,311.0,10/04/2021,12/04/2021,476.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500017/2021,07/01/2021,17.0,10/02/2021,04/02/2021,138.0,10/03/2021,11/03/2021,362.0,10/04/2021,12/04/2021,478.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500018/2021,07/01/2021,18.0,10/02/2021,06/02/2021,165.0,10/03/2021,10/03/2021,341.0,10/04/2021,07/04/2021,409.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500019/2021,07/01/2021,19.0,10/02/2021,15/02/2021,244.0,10/03/2021,18/03/2021,380.0,10/04/2021,08/04/2021,425.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500020/2021,07/01/2021,20.0,10/02/2021,18/02/2021,253.0,10/03/2021,08/03/2021,307.0,10/04/2021,08/04/2021,424.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500021/2021,07/01/2021,21.0,10/02/2021,,,10/03/2021,,,10/04/2021,,,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500022/2021,07/01/2021,22.0,10/02/2021,08/02/2021,187.0,10/03/2021,08/03/2021,319.0,10/04/2021,08/04/2021,439.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500023/2021,07/01/2021,23.0,10/02/2021,08/02/2021,189.0,10/03/2021,11/03/2021,363.0,10/04/2021,08/04/2021,440.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500024/2021,07/01/2021,24.0,10/02/2021,11/02/2021,233.0,10/03/2021,22/03/2021,384.0,10/04/2021,05/04/2021,399.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500025/2021,08/01/2021,25.0,10/02/2021,04/02/2021,142.0,10/03/2021,04/03/2021,282.0,10/04/2021,08/04/2021,434.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500026/2021,08/01/2021,26.0,10/02/2021,04/02/2021,140.0,10/03/2021,08/03/2021,318.0,10/04/2021,08/04/2021,436.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500027/2021,09/01/2021,27.0,10/02/2021,10/02/2021,217.0,10/03/2021,10/03/2021,350.0,10/04/2021,21/04/2021,487.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
YS-N24/65-6500028/2021,09/01/2021,28.0,10/02/2021,17/02/2021,249.0,10/03/2021,10/03/2021,352.0,10/04/2021,07/04/2021,417.0,10/05/2021,,,,,,,,,,,,,,,65,A,N24,2000.0,500.0,saheli
