rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
0.0,YS-N24/26-2600043/2010,8.00,27/12/2010,,22002,CDTP,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600111/2010,8.00,27/12/2010,,22002,CDTP,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600042/2010,8.00,27/12/2010,,22002,CDTP,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600076/2010,8.00,27/12/2010,,22002,CDTP,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600143/2010,8.00,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600128/2010,8.00,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600022/2010,8.00,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600027/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600009/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600150/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600116/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600032/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600069/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600045/2010,8.40,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600010/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600157/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600025/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600035/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600008/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600003/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
0.0,YS-N24/26-2600036/2010,9.20,27/12/2010,,23001,CFAS,M,26,A,N24,UNKNOWN,
