reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/26-2300034/2010,45,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2300065/2010,45,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2300069/2010,45,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2300162/2010,45,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400002/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400003/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400004/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400005/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400007/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400009/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400011/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400013/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400015/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400020/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400021/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400022/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400023/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400029/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400030/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400032/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400033/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400035/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400036/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400039/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400040/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400042/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400044/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400053/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400056/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400057/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400061/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400062/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400063/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400064/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400065/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400066/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400068/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400069/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400073/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400074/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400075/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400079/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400082/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400083/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400087/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400095/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400096/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400097/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400099/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400100/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400102/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400105/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400107/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400129/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400131/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400135/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400136/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400138/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400142/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400145/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400146/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400147/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400149/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400151/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400152/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400153/2010,33,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400154/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400155/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400156/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400158/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400159/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400160/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400161/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400163/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400164/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400165/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400167/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400172/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400180/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400181/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400182/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400183/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400185/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400186/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400187/2010,32,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400190/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400191/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400193/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400194/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400196/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400197/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400201/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400213/2010,37,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
YS-N24/26-2400214/2010,35,,,,,,,,,,,,,,26,A,N,N24,UNKNOWN
