reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/58-5600053/2018,07/07/2018,1.0,10/08/2018,07/08/2018,228.0,10/09/2018,11/09/2018,607.0,10/10/2018,11/10/2018,947.0,10/11/2018,15/11/2018,1198.0,10/12/2018,06/12/2018,1355.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600012/2018,07/07/2018,2.0,10/08/2018,23/08/2018,403.0,10/09/2018,07/09/2018,532.0,10/10/2018,10/10/2018,897.0,10/11/2018,03/11/2018,1058.0,10/12/2018,08/12/2018,1383.0,,,,,,,,,,58,A,N24,3000.0,500.0,saheli
YS-N24/58-5600084/2018,07/07/2018,3.0,10/08/2018,07/09/2018,531.0,10/09/2018,07/09/2018,531.0,10/10/2018,25/09/2018,730.0,10/11/2018,14/11/2018,1178.0,10/12/2018,22/12/2018,1485.0,,,,,,,,,,58,A,N24,3000.0,500.0,saheli
YS-N24/58-5600022/2018,07/07/2018,4.0,10/08/2018,06/08/2018,209.0,10/09/2018,06/09/2018,517.0,10/10/2018,08/10/2018,871.0,10/11/2018,05/11/2018,1112.0,10/12/2018,03/12/2018,1298.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600023/2018,07/07/2018,5.0,10/08/2018,06/08/2018,208.0,10/09/2018,23/08/2018,408.0,10/10/2018,23/08/2018,408.0,10/11/2018,23/08/2018,408.0,10/12/2018,06/12/2018,1356.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600054/2018,07/07/2018,6.0,10/08/2018,01/08/2018,146.0,10/09/2018,01/09/2018,457.0,10/10/2018,03/10/2018,774.0,10/11/2018,01/11/2018,1027.0,10/12/2018,01/11/2018,1027.0,,,,,,,,,,58,A,N24,3000.0,500.0,saheli
YS-N24/58-5600182/2018,07/07/2018,7.0,10/08/2018,09/08/2018,271.0,10/09/2018,13/09/2018,641.0,10/10/2018,01/10/2018,761.0,10/11/2018,07/11/2018,1120.0,10/12/2018,03/12/2018,1291.0,,,,,,,,,,58,A,N24,3000.0,500.0,saheli
YS-N24/58-5600085/2018,07/07/2018,8.0,10/08/2018,08/08/2018,229.0,10/09/2018,08/09/2018,543.0,10/10/2018,10/10/2018,903.0,10/11/2018,08/12/2018,1385.0,10/12/2018,08/12/2018,1385.0,,,,,,,,,,58,A,N24,3000.0,500.0,saheli
YS-N24/58-5600152/2018,07/07/2018,9.0,10/08/2018,13/08/2018,344.0,10/09/2018,01/11/2018,1038.0,10/10/2018,01/11/2018,1038.0,10/11/2018,01/11/2018,1038.0,10/12/2018,,,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600395/2018,07/07/2018,10.0,10/08/2018,04/08/2018,196.0,10/09/2018,06/09/2018,514.0,10/10/2018,05/10/2018,820.0,10/11/2018,02/11/2018,1055.0,10/12/2018,13/12/2018,1447.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600394/2018,07/07/2018,11.0,10/08/2018,04/08/2018,195.0,10/09/2018,06/09/2018,513.0,10/10/2018,05/10/2018,819.0,10/11/2018,02/11/2018,1054.0,10/12/2018,13/12/2018,1446.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600048/2018,07/07/2018,12.0,10/08/2018,08/08/2018,247.0,10/09/2018,12/09/2018,621.0,10/10/2018,06/10/2018,843.0,10/11/2018,10/11/2018,1141.0,10/12/2018,08/12/2018,1404.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
YS-N24/58-5600049/2018,07/07/2018,13.0,10/08/2018,04/08/2018,197.0,10/09/2018,05/09/2018,499.0,10/10/2018,06/10/2018,844.0,10/11/2018,14/11/2018,1182.0,10/12/2018,08/12/2018,1403.0,,,,,,,,,,58,A,N24,3000.0,500.0,PROMITA
